name,cuisine,price,rating,city,area,restaurant_link,status,has_online_delivery,has_table_booking,cuisine_count,area_popularity,cost_numeric,cost_category,restaurant_type
Lebon Cakes And Delicacies,,₹350 for one,3.5,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/lebon-cakes-and-delicacies-thathampally/order,Open,Yes,No,1,34,350,Low,Casual
Bake My Day,,₹150 for one,4.1,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/bake-my-day-kommady/order,Open,Yes,Yes,1,34,150,Low,Casual
Karthika Hotel,,₹150 for one,4.1,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/karthika-hotel-1-pazhaveedu/order,Open,Yes,Yes,1,34,150,Low,Casual
Uduppi Saravana Bhavan,,₹200 for one,3.7,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/uduppi-saravana-bhavan-anantha-narayanapuram/order,Closed,Yes,No,1,34,200,Low,Casual
Veg Box,,₹250 for one,4,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/veg-box-thathampally/order,Open,Yes,No,1,34,250,Low,Casual
Lachh Family Restaurant,,₹100 for one,3.5,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/lachh-family-restaurant-thalavady/order,Closed,No,No,1,34,100,Low,Casual
Veggie Square,,₹150 for one,4,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/veggie-square-anantha-narayanapuram/order,Open,No,No,1,34,150,Low,Casual
Malabar Plaza Family Restaurant Hotel,,₹200 for one,3.5,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/malabar-plaza-family-restaurant-hotel-kommady/order,Closed,No,No,1,34,200,Low,Casual
Hotel Veg Palace,,₹100 for one,4.7,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/hotel-veg-palace-anantha-narayanapuram/order,Closed,No,No,1,34,100,Low,Casual
JG Frozen Desserts,,₹100 for one,4,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/jg-frozen-desserts-kanjiramchira/order,Open,No,Yes,1,34,100,Low,Casual
Aramana Restaurant,,₹150 for one,3.8,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/aramana-restaurant-pazhaveedu/order,Open,No,Yes,1,34,150,Low,Casual
Dwadasi Pure Veg Restaurant,,₹100 for one,3.7,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/dwadasi-pure-veg-restaurant-anantha-narayanapuram/order,Open,Yes,No,1,34,100,Low,Casual
Thaff Hotel And Restaurant,,₹200 for one,4.2,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/thaff-hotel-and-restaurant-anantha-narayanapuram/order,Closed,No,Yes,1,34,200,Low,Casual
Chillies Restaurant,,₹100 for one,4,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/chillies-restaurant-vadackal/order,Open,Yes,Yes,1,34,100,Low,Casual
Cutiepie Cakes,,₹400 for one,4.6,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/cutiepie-cakes-anantha-narayanapuram/order,Open,Yes,Yes,1,34,400,Low,Casual
Aaramam,,₹100 for one,3.9,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/aaramam-vadackal/order,Open,No,No,1,34,100,Low,Casual
Garden Cafe The Pepper Lounge,,₹200 for one,4,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/garden-cafe-the-pepper-lounge-kanjiramchira/order,Open,Yes,No,1,34,200,Low,Casual
Lebon Cakes And Delicacies,,₹350 for one,3.5,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/lebon-cakes-and-delicacies-thathampally/order,Open,Yes,Yes,1,34,350,Low,Casual
Bake My Day,,₹150 for one,4.1,alappuzha,pazhaveedu,https://www.zomato.com/alappuzha/bake-my-day-kommady/order,Open,Yes,No,1,34,150,Low,Casual
Uduppi Saravana Bhavan,,₹200 for one,3.7,alappuzha,vadackal,https://www.zomato.com/alappuzha/uduppi-saravana-bhavan-anantha-narayanapuram/order,Open,No,Yes,1,32,200,Low,Casual
Veggie Square,,₹150 for one,4,alappuzha,vadackal,https://www.zomato.com/alappuzha/veggie-square-anantha-narayanapuram/order,Closed,Yes,No,1,32,150,Low,Casual
Veg Box,,₹250 for one,4,alappuzha,vadackal,https://www.zomato.com/alappuzha/veg-box-thathampally/order,Closed,Yes,No,1,32,250,Low,Casual
Karthika Hotel,,₹150 for one,4.1,alappuzha,vadackal,https://www.zomato.com/alappuzha/karthika-hotel-1-pazhaveedu/order,Open,Yes,No,1,32,150,Low,Casual
Lachh Family Restaurant,,₹100 for one,3.5,alappuzha,vadackal,https://www.zomato.com/alappuzha/lachh-family-restaurant-thalavady/order,Open,Yes,Yes,1,32,100,Low,Casual
JG Frozen Desserts,,₹100 for one,4,alappuzha,vadackal,https://www.zomato.com/alappuzha/jg-frozen-desserts-kanjiramchira/order,Closed,Yes,No,1,32,100,Low,Casual
Hotel Veg Palace,,₹100 for one,4.7,alappuzha,vadackal,https://www.zomato.com/alappuzha/hotel-veg-palace-anantha-narayanapuram/order,Closed,No,No,1,32,100,Low,Casual
Aramana Restaurant,,₹150 for one,3.8,alappuzha,vadackal,https://www.zomato.com/alappuzha/aramana-restaurant-pazhaveedu/order,Open,Yes,Yes,1,32,150,Low,Casual
Dwadasi Pure Veg Restaurant,,₹100 for one,3.7,alappuzha,vadackal,https://www.zomato.com/alappuzha/dwadasi-pure-veg-restaurant-anantha-narayanapuram/order,Closed,Yes,No,1,32,100,Low,Casual
Thaff Hotel And Restaurant,,₹200 for one,4.2,alappuzha,vadackal,https://www.zomato.com/alappuzha/thaff-hotel-and-restaurant-anantha-narayanapuram/order,Open,Yes,No,1,32,200,Low,Casual
Chillies Restaurant,,₹100 for one,4,alappuzha,vadackal,https://www.zomato.com/alappuzha/chillies-restaurant-vadackal/order,Open,No,Yes,1,32,100,Low,Casual
Cutiepie Cakes,,₹400 for one,4.6,alappuzha,vadackal,https://www.zomato.com/alappuzha/cutiepie-cakes-anantha-narayanapuram/order,Open,No,Yes,1,32,400,Low,Casual
Aaramam,,₹100 for one,3.9,alappuzha,vadackal,https://www.zomato.com/alappuzha/aaramam-vadackal/order,Open,No,Yes,1,32,100,Low,Casual
Garden Cafe The Pepper Lounge,,₹200 for one,4,alappuzha,vadackal,https://www.zomato.com/alappuzha/garden-cafe-the-pepper-lounge-kanjiramchira/order,Open,No,No,1,32,200,Low,Casual
Lebon Cakes And Delicacies,,₹350 for one,3.5,alappuzha,vadackal,https://www.zomato.com/alappuzha/lebon-cakes-and-delicacies-thathampally/order,Open,Yes,No,1,32,350,Low,Casual
Hayath Restaurant,,₹200 for one,3.3,alappuzha,vadackal,https://www.zomato.com/alappuzha/hayath-restaurant-pazhaveedu/order,Open,No,Yes,1,32,200,Low,Casual
Uduppi Saravana Bhavan,,₹200 for one,3.7,alappuzha,vadackal,https://www.zomato.com/alappuzha/uduppi-saravana-bhavan-anantha-narayanapuram/order,Closed,Yes,No,1,32,200,Low,Casual
Veggie Square,,₹150 for one,4,alappuzha,vadackal,https://www.zomato.com/alappuzha/veggie-square-anantha-narayanapuram/order,Open,Yes,Yes,1,32,150,Low,Casual
Veg Box,,₹250 for one,4,alappuzha,vadackal,https://www.zomato.com/alappuzha/veg-box-thathampally/order,Open,No,No,1,32,250,Low,Casual
Karthika Hotel,,₹150 for one,4.1,alappuzha,vadackal,https://www.zomato.com/alappuzha/karthika-hotel-1-pazhaveedu/order,Open,Yes,No,1,32,150,Low,Casual
Lachh Family Restaurant,,₹100 for one,3.5,alappuzha,vadackal,https://www.zomato.com/alappuzha/lachh-family-restaurant-thalavady/order,Open,No,Yes,1,32,100,Low,Casual
JG Frozen Desserts,,₹100 for one,4,alappuzha,vadackal,https://www.zomato.com/alappuzha/jg-frozen-desserts-kanjiramchira/order,Closed,No,No,1,32,100,Low,Casual
Hotel Veg Palace,,₹100 for one,4.7,alappuzha,vadackal,https://www.zomato.com/alappuzha/hotel-veg-palace-anantha-narayanapuram/order,Closed,Yes,Yes,1,32,100,Low,Casual
Aramana Restaurant,,₹150 for one,3.8,alappuzha,vadackal,https://www.zomato.com/alappuzha/aramana-restaurant-pazhaveedu/order,Open,Yes,No,1,32,150,Low,Casual
Dwadasi Pure Veg Restaurant,,₹100 for one,3.7,alappuzha,vadackal,https://www.zomato.com/alappuzha/dwadasi-pure-veg-restaurant-anantha-narayanapuram/order,Open,Yes,Yes,1,32,100,Low,Casual
Thaff Hotel And Restaurant,,₹200 for one,4.2,alappuzha,vadackal,https://www.zomato.com/alappuzha/thaff-hotel-and-restaurant-anantha-narayanapuram/order,Closed,No,No,1,32,200,Low,Casual
Chillies Restaurant,,₹100 for one,4,alappuzha,vadackal,https://www.zomato.com/alappuzha/chillies-restaurant-vadackal/order,Open,No,Yes,1,32,100,Low,Casual
Cutiepie Cakes,,₹400 for one,4.6,alappuzha,vadackal,https://www.zomato.com/alappuzha/cutiepie-cakes-anantha-narayanapuram/order,Open,Yes,No,1,32,400,Low,Casual
Aaramam,,₹100 for one,3.9,alappuzha,vadackal,https://www.zomato.com/alappuzha/aaramam-vadackal/order,Open,Yes,Yes,1,32,100,Low,Casual
Garden Cafe The Pepper Lounge,,₹200 for one,4,alappuzha,vadackal,https://www.zomato.com/alappuzha/garden-cafe-the-pepper-lounge-kanjiramchira/order,Open,No,Yes,1,32,200,Low,Casual
Lebon Cakes And Delicacies,,₹350 for one,3.5,alappuzha,vadackal,https://www.zomato.com/alappuzha/lebon-cakes-and-delicacies-thathampally/order,Open,Yes,No,1,32,350,Low,Casual
Hayath Restaurant,,₹200 for one,3.3,alappuzha,vadackal,https://www.zomato.com/alappuzha/hayath-restaurant-pazhaveedu/order,Open,Yes,No,1,32,200,Low,Casual
Uduppi Saravana Bhavan,,₹200 for one,3.7,alappuzha,pathirappally,https://www.zomato.com/alappuzha/uduppi-saravana-bhavan-anantha-narayanapuram/order,Closed,Yes,No,1,32,200,Low,Casual
Veg Box,,₹250 for one,4,alappuzha,pathirappally,https://www.zomato.com/alappuzha/veg-box-thathampally/order,Closed,Yes,Yes,1,32,250,Low,Casual
Lachh Family Restaurant,,₹100 for one,3.5,alappuzha,pathirappally,https://www.zomato.com/alappuzha/lachh-family-restaurant-thalavady/order,Open,No,No,1,32,100,Low,Casual
Malabar Plaza Family Restaurant Hotel,,₹200 for one,3.5,alappuzha,pathirappally,https://www.zomato.com/alappuzha/malabar-plaza-family-restaurant-hotel-kommady/order,Open,Yes,No,1,32,200,Low,Casual
Veggie Square,,₹150 for one,4,alappuzha,pathirappally,https://www.zomato.com/alappuzha/veggie-square-anantha-narayanapuram/order,Open,Yes,No,1,32,150,Low,Casual
JG Frozen Desserts,,₹100 for one,4,alappuzha,pathirappally,https://www.zomato.com/alappuzha/jg-frozen-desserts-kanjiramchira/order,Open,Yes,No,1,32,100,Low,Casual
Hotel Veg Palace,,₹100 for one,4.7,alappuzha,pathirappally,https://www.zomato.com/alappuzha/hotel-veg-palace-anantha-narayanapuram/order,Open,Yes,No,1,32,100,Low,Casual
Bake My Day,,₹150 for one,4.1,alappuzha,pathirappally,https://www.zomato.com/alappuzha/bake-my-day-kommady/order,Open,No,Yes,1,32,150,Low,Casual
B S Food Court,,₹150 for one,3.8,alappuzha,pathirappally,https://www.zomato.com/alappuzha/b-s-food-court-thathampally/order,Open,No,No,1,32,150,Low,Casual
UBC Kitchen,,₹150 for one,3.1,alappuzha,pathirappally,https://www.zomato.com/alappuzha/ubc-kitchen-pathirappally/order,Open,Yes,No,1,32,150,Low,Casual
Enkeys Residency,,₹200 for one,3.7,alappuzha,pathirappally,https://www.zomato.com/alappuzha/enkeys-residency-pathirappally/order,Open,Yes,Yes,1,32,200,Low,Casual
McDonald's,,₹100 OFF,3.6,alappuzha,pathirappally,https://www.zomato.com/alappuzha/mcdonalds-pathirappally/order,Open,Yes,No,1,32,100,Low,Casual
Dwadasi Pure Veg Restaurant,,₹100 for one,3.7,alappuzha,pathirappally,https://www.zomato.com/alappuzha/dwadasi-pure-veg-restaurant-anantha-narayanapuram/order,Closed,Yes,No,1,32,100,Low,Casual
Thaff Hotel And Restaurant,,₹200 for one,4.2,alappuzha,pathirappally,https://www.zomato.com/alappuzha/thaff-hotel-and-restaurant-anantha-narayanapuram/order,Closed,Yes,No,1,32,200,Low,Casual
Cutiepie Cakes,,₹400 for one,4.6,alappuzha,pathirappally,https://www.zomato.com/alappuzha/cutiepie-cakes-anantha-narayanapuram/order,Open,Yes,No,1,32,400,Low,Casual
Garden Cafe The Pepper Lounge,,₹200 for one,4,alappuzha,pathirappally,https://www.zomato.com/alappuzha/garden-cafe-the-pepper-lounge-kanjiramchira/order,Open,Yes,No,1,32,200,Low,Casual
Uduppi Saravana Bhavan,,₹200 for one,3.7,alappuzha,pathirappally,https://www.zomato.com/alappuzha/uduppi-saravana-bhavan-anantha-narayanapuram/order,Open,No,No,1,32,200,Low,Casual
Veg Box,,₹250 for one,4,alappuzha,pathirappally,https://www.zomato.com/alappuzha/veg-box-thathampally/order,Closed,No,Yes,1,32,250,Low,Casual
Lachh Family Restaurant,,₹100 for one,3.5,alappuzha,pathirappally,https://www.zomato.com/alappuzha/lachh-family-restaurant-thalavady/order,Open,Yes,Yes,1,32,100,Low,Casual
Malabar Plaza Family Restaurant Hotel,,₹200 for one,3.5,alappuzha,pathirappally,https://www.zomato.com/alappuzha/malabar-plaza-family-restaurant-hotel-kommady/order,Closed,No,Yes,1,32,200,Low,Casual
Veggie Square,,₹150 for one,4,alappuzha,pathirappally,https://www.zomato.com/alappuzha/veggie-square-anantha-narayanapuram/order,Closed,No,Yes,1,32,150,Low,Casual
JG Frozen Desserts,,₹100 for one,4,alappuzha,pathirappally,https://www.zomato.com/alappuzha/jg-frozen-desserts-kanjiramchira/order,Closed,No,No,1,32,100,Low,Casual
Hotel Veg Palace,,₹100 for one,4.7,alappuzha,pathirappally,https://www.zomato.com/alappuzha/hotel-veg-palace-anantha-narayanapuram/order,Open,No,No,1,32,100,Low,Casual
Bake My Day,,₹150 for one,4.1,alappuzha,pathirappally,https://www.zomato.com/alappuzha/bake-my-day-kommady/order,Open,Yes,No,1,32,150,Low,Casual
B S Food Court,,₹150 for one,3.8,alappuzha,pathirappally,https://www.zomato.com/alappuzha/b-s-food-court-thathampally/order,Open,No,No,1,32,150,Low,Casual
UBC Kitchen,,₹150 for one,3.1,alappuzha,pathirappally,https://www.zomato.com/alappuzha/ubc-kitchen-pathirappally/order,Open,Yes,Yes,1,32,150,Low,Casual
Enkeys Residency,,₹200 for one,3.7,alappuzha,pathirappally,https://www.zomato.com/alappuzha/enkeys-residency-pathirappally/order,Open,No,No,1,32,200,Low,Casual
McDonald's,,₹100 OFF,3.6,alappuzha,pathirappally,https://www.zomato.com/alappuzha/mcdonalds-pathirappally/order,Open,No,Yes,1,32,100,Low,Casual
Dwadasi Pure Veg Restaurant,,₹100 for one,3.7,alappuzha,pathirappally,https://www.zomato.com/alappuzha/dwadasi-pure-veg-restaurant-anantha-narayanapuram/order,Closed,No,Yes,1,32,100,Low,Casual
Thaff Hotel And Restaurant,,₹200 for one,4.2,alappuzha,pathirappally,https://www.zomato.com/alappuzha/thaff-hotel-and-restaurant-anantha-narayanapuram/order,Open,Yes,Yes,1,32,200,Low,Casual
Cutiepie Cakes,,₹400 for one,4.6,alappuzha,pathirappally,https://www.zomato.com/alappuzha/cutiepie-cakes-anantha-narayanapuram/order,Open,No,Yes,1,32,400,Low,Casual
Garden Cafe The Pepper Lounge,,₹200 for one,4,alappuzha,pathirappally,https://www.zomato.com/alappuzha/garden-cafe-the-pepper-lounge-kanjiramchira/order,Open,Yes,No,1,32,200,Low,Casual
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,No,Yes,6,18,1300,Medium,Premium
Badu Restaurant,"North Indian, Fast Food, Street Food, South Indian",₹400 for two,,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/badu-restaurant-kotra/info,Open,Yes,No,4,18,400,Low,Casual
Rominus Pizza And Burger,"Pizza, Burger, Pasta, Wraps, Fast Food",₹600 for two,3.8,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/rominus-pizza-and-burger-ana-sagar-lake/info,Open,Yes,Yes,5,18,600,Low,Casual
Ambrosia Restaurant,"North Indian, Mughlai, Chinese, Oriental, Biryani, Rolls, Italian, Desserts","₹1,400 for two",4.2,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/ambrosia-restaurant-ana-sagar-lake/info,Closed,Yes,No,8,18,1400,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,No,No,6,18,1000,Medium,Premium
Nothing Before Coffee,"Beverages, Coffee, Desserts",₹400 for two,3.9,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/nothing-before-coffee-new-anasagar-chaupati/info,Open,Yes,No,3,18,400,Low,Casual
Jaipur Zaika,Rajasthani,₹250 for two,3.5,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/jaipur-zaika-kotra/info,Closed,No,Yes,1,18,250,Low,Casual
SABOR By Kesar,"North Indian, Continental, Pasta, Pizza, Salad, Street Food, Desserts, Beverages","₹1,000 for two",4.3,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/sabor-by-kesar-kotra/info,Open,No,Yes,8,18,1000,Medium,Premium
Maharao Restaurant & Cafe,"Rajasthani, North Indian, Mughlai, Sandwich, Street Food, Beverages",₹500 for two,,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/maharao-restaurant-cafe-2-panchsheel-nagar/info,Closed,No,No,6,18,500,Low,Casual
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,Yes,Yes,6,18,1300,Medium,Premium
Badu Restaurant,"North Indian, Fast Food, Street Food, South Indian",₹400 for two,,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/badu-restaurant-kotra/info,Open,No,Yes,4,18,400,Low,Casual
Rominus Pizza And Burger,"Pizza, Burger, Pasta, Wraps, Fast Food",₹600 for two,3.8,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/rominus-pizza-and-burger-ana-sagar-lake/info,Open,No,No,5,18,600,Low,Casual
Ambrosia Restaurant,"North Indian, Mughlai, Chinese, Oriental, Biryani, Rolls, Italian, Desserts","₹1,400 for two",4.2,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/ambrosia-restaurant-ana-sagar-lake/info,Open,Yes,No,8,18,1400,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,Yes,No,6,18,1000,Medium,Premium
Nothing Before Coffee,"Beverages, Coffee, Desserts",₹400 for two,3.9,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/nothing-before-coffee-new-anasagar-chaupati/info,Open,No,Yes,3,18,400,Low,Casual
Jaipur Zaika,Rajasthani,₹250 for two,3.5,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/jaipur-zaika-kotra/info,Open,No,No,1,18,250,Low,Casual
SABOR By Kesar,"North Indian, Continental, Pasta, Pizza, Salad, Street Food, Desserts, Beverages","₹1,000 for two",4.3,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/sabor-by-kesar-kotra/info,Open,Yes,Yes,8,18,1000,Medium,Premium
Maharao Restaurant & Cafe,"Rajasthani, North Indian, Mughlai, Sandwich, Street Food, Beverages",₹500 for two,,ajmer,panchsheel-nagar,https://www.zomato.com/ajmer/maharao-restaurant-cafe-2-panchsheel-nagar/info,Open,No,No,6,18,500,Low,Casual
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,gaddi-malian,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,No,Yes,6,18,1300,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,gaddi-malian,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,No,Yes,6,18,1000,Medium,Premium
Pizzeria By Mango Masala,Pizza,₹400 for two,4.1,ajmer,gaddi-malian,https://www.zomato.com/ajmer/pizzeria-by-mango-masala-india-motor/info,Open,No,No,1,18,400,Low,Casual
Momos Mania,"Momos, Chinese, Fast Food",₹200 for two,4.6,ajmer,gaddi-malian,https://www.zomato.com/ajmer/momos-mania-dhola-bhata-colony/info,Open,Yes,No,3,18,200,Low,Casual
Cake Point,"Bakery, Desserts",₹500 for two,3.8,ajmer,gaddi-malian,https://www.zomato.com/ajmer/cake-point-ram-ganj/info,Open,No,Yes,2,18,500,Low,Casual
Honeydew,"South Indian, Fast Food, North Indian, Chinese, Mughlai, Beverages",₹600 for two,4.1,ajmer,gaddi-malian,https://www.zomato.com/ajmer/honeydew-madar-gate/info,Open,Yes,No,6,18,600,Low,Casual
Riviera Restaurant,"North Indian, Mughlai, Chinese, Biryani, Fast Food, Street Food, Healthy Food",₹600 for two,4.2,ajmer,gaddi-malian,https://www.zomato.com/ajmer/riviera-restaurant-pal-bhichala/info,Open,No,No,7,18,600,Low,Casual
Shree Jodhpur Sweets,"Mithai, Street Food",₹100 for two,3.6,ajmer,gaddi-malian,https://www.zomato.com/ajmer/shree-jodhpur-sweets-naya-bazar/info,Open,Yes,Yes,2,18,100,Low,Casual
Status By Silver Leaf,"North Indian, Chinese, Fast Food, Continental, Sandwich, Pizza, Shake, Beverages",₹900 for two,4.3,ajmer,gaddi-malian,https://www.zomato.com/ajmer/status-by-silver-leaf-pal-bhichala/info,Open,Yes,No,8,18,900,Medium,Premium
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,gaddi-malian,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,No,Yes,6,18,1300,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,gaddi-malian,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,No,Yes,6,18,1000,Medium,Premium
Pizzeria By Mango Masala,Pizza,₹400 for two,4.1,ajmer,gaddi-malian,https://www.zomato.com/ajmer/pizzeria-by-mango-masala-india-motor/info,Open,Yes,No,1,18,400,Low,Casual
Momos Mania,"Momos, Chinese, Fast Food",₹200 for two,4.6,ajmer,gaddi-malian,https://www.zomato.com/ajmer/momos-mania-dhola-bhata-colony/info,Closed,No,Yes,3,18,200,Low,Casual
Cake Point,"Bakery, Desserts",₹500 for two,3.8,ajmer,gaddi-malian,https://www.zomato.com/ajmer/cake-point-ram-ganj/info,Open,Yes,Yes,2,18,500,Low,Casual
Honeydew,"South Indian, Fast Food, North Indian, Chinese, Mughlai, Beverages",₹600 for two,4.1,ajmer,gaddi-malian,https://www.zomato.com/ajmer/honeydew-madar-gate/info,Open,No,Yes,6,18,600,Low,Casual
Riviera Restaurant,"North Indian, Mughlai, Chinese, Biryani, Fast Food, Street Food, Healthy Food",₹600 for two,4.2,ajmer,gaddi-malian,https://www.zomato.com/ajmer/riviera-restaurant-pal-bhichala/info,Closed,Yes,No,7,18,600,Low,Casual
Shree Jodhpur Sweets,"Mithai, Street Food",₹100 for two,3.6,ajmer,gaddi-malian,https://www.zomato.com/ajmer/shree-jodhpur-sweets-naya-bazar/info,Open,No,No,2,18,100,Low,Casual
Status By Silver Leaf,"North Indian, Chinese, Fast Food, Continental, Sandwich, Pizza, Shake, Beverages",₹900 for two,4.3,ajmer,gaddi-malian,https://www.zomato.com/ajmer/status-by-silver-leaf-pal-bhichala/info,Open,No,No,8,18,900,Medium,Premium
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,police-lines,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,No,Yes,6,18,1300,Medium,Premium
Badu Restaurant,"North Indian, Fast Food, Street Food, South Indian",₹400 for two,,ajmer,police-lines,https://www.zomato.com/ajmer/badu-restaurant-kotra/info,Open,No,No,4,18,400,Low,Casual
Rominus Pizza And Burger,"Pizza, Burger, Pasta, Wraps, Fast Food",₹600 for two,3.8,ajmer,police-lines,https://www.zomato.com/ajmer/rominus-pizza-and-burger-ana-sagar-lake/info,Open,Yes,No,5,18,600,Low,Casual
Ambrosia Restaurant,"North Indian, Mughlai, Chinese, Oriental, Biryani, Rolls, Italian, Desserts","₹1,400 for two",4.2,ajmer,police-lines,https://www.zomato.com/ajmer/ambrosia-restaurant-ana-sagar-lake/info,Closed,No,Yes,8,18,1400,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,police-lines,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,No,Yes,6,18,1000,Medium,Premium
Nothing Before Coffee,"Beverages, Coffee, Desserts",₹400 for two,3.9,ajmer,police-lines,https://www.zomato.com/ajmer/nothing-before-coffee-new-anasagar-chaupati/info,Open,No,No,3,18,400,Low,Casual
Jaipur Zaika,Rajasthani,₹250 for two,3.5,ajmer,police-lines,https://www.zomato.com/ajmer/jaipur-zaika-kotra/info,Open,No,Yes,1,18,250,Low,Casual
SABOR By Kesar,"North Indian, Continental, Pasta, Pizza, Salad, Street Food, Desserts, Beverages","₹1,000 for two",4.3,ajmer,police-lines,https://www.zomato.com/ajmer/sabor-by-kesar-kotra/info,Open,No,Yes,8,18,1000,Medium,Premium
Maharao Restaurant & Cafe,"Rajasthani, North Indian, Mughlai, Sandwich, Street Food, Beverages",₹500 for two,,ajmer,police-lines,https://www.zomato.com/ajmer/maharao-restaurant-cafe-2-panchsheel-nagar/info,Closed,No,Yes,6,18,500,Low,Casual
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,police-lines,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,No,No,6,18,1300,Medium,Premium
Badu Restaurant,"North Indian, Fast Food, Street Food, South Indian",₹400 for two,,ajmer,police-lines,https://www.zomato.com/ajmer/badu-restaurant-kotra/info,Open,No,No,4,18,400,Low,Casual
Rominus Pizza And Burger,"Pizza, Burger, Pasta, Wraps, Fast Food",₹600 for two,3.8,ajmer,police-lines,https://www.zomato.com/ajmer/rominus-pizza-and-burger-ana-sagar-lake/info,Open,No,Yes,5,18,600,Low,Casual
Ambrosia Restaurant,"North Indian, Mughlai, Chinese, Oriental, Biryani, Rolls, Italian, Desserts","₹1,400 for two",4.2,ajmer,police-lines,https://www.zomato.com/ajmer/ambrosia-restaurant-ana-sagar-lake/info,Closed,Yes,No,8,18,1400,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,police-lines,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,No,No,6,18,1000,Medium,Premium
Nothing Before Coffee,"Beverages, Coffee, Desserts",₹400 for two,3.9,ajmer,police-lines,https://www.zomato.com/ajmer/nothing-before-coffee-new-anasagar-chaupati/info,Open,Yes,Yes,3,18,400,Low,Casual
