name,cuisine,price,rating,city,area,restaurant_link,status,has_online_delivery,has_table_booking
Night Bite,30% OFF,₹100 for one,,amravati,gopal-nagar,https://www.zomato.com/amravati/night-bite-ambapeth/order,Open,Yes,No
Shalimar Restaurants & Order,30% OFF,₹150 for one,3.2,amravati,gopal-nagar,https://www.zomato.com/amravati/shalimar-restaurants-order-transport-nagar/order,Open,Yes,Yes
Nurva Cloud Kitchen,30% OFF,₹100 for one,,amravati,gopal-nagar,https://www.zomato.com/amravati/nurva-cloud-kitchen-dastur-nagar/order,Open,No,No
Manmeet Corner,₹100 OFF,₹100 OFF,,amravati,gopal-nagar,https://www.zomato.com/amravati/manmeet-corner-nai-basti/order,Open,Yes,Yes
Falaknuma Family Restaurant,30% OFF,₹200 for one,3.7,amravati,gopal-nagar,https://www.zomato.com/amravati/falaknuma-family-restaurant-1-maltekedi/order,Open,Yes,No
GoDelicious,30% OFF,₹150 for one,4,amravati,gopal-nagar,https://www.zomato.com/amravati/godelicious-ambapeth/order,Open,Yes,Yes
Khana Khazana,Street Food,₹40 for one,,amravati,gopal-nagar,https://www.zomato.com/amravati/khana-khazana-ambapeth/order,Open,Yes,Yes
Marathi Bana,"North Indian, Maharashtrian",₹150 for one,2.7,amravati,gopal-nagar,https://www.zomato.com/amravati/marathi-bana-sai-nagar/order,Closed,Yes,No
Regall Kitchen,"Chinese, Pasta",₹150 for one,,amravati,gopal-nagar,https://www.zomato.com/amravati/regall-kitchen-sharda-vihar/order,Open,Yes,No
SP Chinese And Biryani,30% OFF,₹200 for one,3.5,amravati,ambapeth,https://www.zomato.com/amravati/sp-chinese-and-biryani-ambapeth/order,Open,No,No
Night Bite,30% OFF,₹100 for one,,amravati,ambapeth,https://www.zomato.com/amravati/night-bite-ambapeth/order,Open,No,No
Shalimar Restaurants & Order,30% OFF,₹150 for one,3.2,amravati,ambapeth,https://www.zomato.com/amravati/shalimar-restaurants-order-transport-nagar/order,Open,No,No
Nurva Cloud Kitchen,30% OFF,₹100 for one,,amravati,ambapeth,https://www.zomato.com/amravati/nurva-cloud-kitchen-dastur-nagar/order,Open,Yes,Yes
Falaknuma Family Restaurant,30% OFF,₹200 for one,3.7,amravati,ambapeth,https://www.zomato.com/amravati/falaknuma-family-restaurant-1-maltekedi/order,Open,No,No
GoDelicious,30% OFF,₹150 for one,4,amravati,ambapeth,https://www.zomato.com/amravati/godelicious-ambapeth/order,Open,Yes,No
Khana Khazana,Street Food,₹40 for one,,amravati,ambapeth,https://www.zomato.com/amravati/khana-khazana-ambapeth/order,Open,No,No
Marathi Bana,"North Indian, Maharashtrian",₹150 for one,2.7,amravati,ambapeth,https://www.zomato.com/amravati/marathi-bana-sai-nagar/order,Closed,No,Yes
Regall Kitchen,"Chinese, Pasta",₹150 for one,,amravati,ambapeth,https://www.zomato.com/amravati/regall-kitchen-sharda-vihar/order,Open,Yes,Yes
Cafe #Tag,Flat 15% OFF,₹150 for one,3.7,amravati,ambapeth,https://www.zomato.com/amravati/cafe-tag-maltekedi/order,Open,Yes,Yes
SP Chinese And Biryani,30% OFF,₹200 for one,3.5,amravati,ambapeth,https://www.zomato.com/amravati/sp-chinese-and-biryani-ambapeth/order,Open,No,No
Night Bite,30% OFF,₹100 for one,,amravati,ambapeth,https://www.zomato.com/amravati/night-bite-ambapeth/order,Open,Yes,No
Shalimar Restaurants & Order,30% OFF,₹150 for one,3.2,amravati,ambapeth,https://www.zomato.com/amravati/shalimar-restaurants-order-transport-nagar/order,Open,No,Yes
Nurva Cloud Kitchen,30% OFF,₹100 for one,,amravati,ambapeth,https://www.zomato.com/amravati/nurva-cloud-kitchen-dastur-nagar/order,Open,No,Yes
Falaknuma Family Restaurant,30% OFF,₹200 for one,3.7,amravati,ambapeth,https://www.zomato.com/amravati/falaknuma-family-restaurant-1-maltekedi/order,Open,Yes,Yes
GoDelicious,30% OFF,₹150 for one,4,amravati,ambapeth,https://www.zomato.com/amravati/godelicious-ambapeth/order,Open,No,No
Khana Khazana,Street Food,₹40 for one,,amravati,ambapeth,https://www.zomato.com/amravati/khana-khazana-ambapeth/order,Open,No,Yes
Marathi Bana,"North Indian, Maharashtrian",₹150 for one,2.7,amravati,ambapeth,https://www.zomato.com/amravati/marathi-bana-sai-nagar/order,Closed,No,Yes
Regall Kitchen,"Chinese, Pasta",₹150 for one,,amravati,ambapeth,https://www.zomato.com/amravati/regall-kitchen-sharda-vihar/order,Open,No,Yes
Cafe #Tag,Flat 15% OFF,₹150 for one,3.7,amravati,ambapeth,https://www.zomato.com/amravati/cafe-tag-maltekedi/order,Open,Yes,Yes
SP Chinese And Biryani,30% OFF,₹200 for one,3.5,amravati,dastur-nagar,https://www.zomato.com/amravati/sp-chinese-and-biryani-ambapeth/order,Closed,Yes,No
Yashoda Dudh Dairy,30% OFF,₹100 for one,4.4,amravati,dastur-nagar,https://www.zomato.com/amravati/yashoda-dudh-dairy-ambapeth/order,Open,No,Yes
Night Bite,30% OFF,₹100 for one,,amravati,dastur-nagar,https://www.zomato.com/amravati/night-bite-ambapeth/order,Open,No,No
Shalimar Restaurants & Order,30% OFF,₹150 for one,3.2,amravati,dastur-nagar,https://www.zomato.com/amravati/shalimar-restaurants-order-transport-nagar/order,Open,Yes,Yes
Nurva Cloud Kitchen,30% OFF,₹100 for one,,amravati,dastur-nagar,https://www.zomato.com/amravati/nurva-cloud-kitchen-dastur-nagar/order,Open,Yes,No
Manmeet Corner,₹100 OFF,₹100 OFF,,amravati,dastur-nagar,https://www.zomato.com/amravati/manmeet-corner-nai-basti/order,Open,Yes,Yes
Falaknuma Family Restaurant,30% OFF,₹200 for one,3.7,amravati,dastur-nagar,https://www.zomato.com/amravati/falaknuma-family-restaurant-1-maltekedi/order,Open,No,No
GoDelicious,30% OFF,₹150 for one,4,amravati,dastur-nagar,https://www.zomato.com/amravati/godelicious-ambapeth/order,Open,No,Yes
Khana Khazana,Street Food,₹40 for one,,amravati,dastur-nagar,https://www.zomato.com/amravati/khana-khazana-ambapeth/order,Open,No,No
Marathi Bana,"North Indian, Maharashtrian",₹150 for one,2.7,amravati,dastur-nagar,https://www.zomato.com/amravati/marathi-bana-sai-nagar/order,Closed,No,Yes
SP Chinese And Biryani,30% OFF,₹200 for one,3.5,amravati,dastur-nagar,https://www.zomato.com/amravati/sp-chinese-and-biryani-ambapeth/order,Open,Yes,Yes
Yashoda Dudh Dairy,30% OFF,₹100 for one,4.4,amravati,dastur-nagar,https://www.zomato.com/amravati/yashoda-dudh-dairy-ambapeth/order,Open,No,Yes
Night Bite,30% OFF,₹100 for one,,amravati,dastur-nagar,https://www.zomato.com/amravati/night-bite-ambapeth/order,Open,No,No
Shalimar Restaurants & Order,30% OFF,₹150 for one,3.2,amravati,dastur-nagar,https://www.zomato.com/amravati/shalimar-restaurants-order-transport-nagar/order,Open,No,Yes
Nurva Cloud Kitchen,30% OFF,₹100 for one,,amravati,dastur-nagar,https://www.zomato.com/amravati/nurva-cloud-kitchen-dastur-nagar/order,Open,No,Yes
Manmeet Corner,₹100 OFF,₹100 OFF,,amravati,dastur-nagar,https://www.zomato.com/amravati/manmeet-corner-nai-basti/order,Open,No,Yes
Falaknuma Family Restaurant,30% OFF,₹200 for one,3.7,amravati,dastur-nagar,https://www.zomato.com/amravati/falaknuma-family-restaurant-1-maltekedi/order,Open,Yes,Yes
GoDelicious,30% OFF,₹150 for one,4,amravati,dastur-nagar,https://www.zomato.com/amravati/godelicious-ambapeth/order,Open,No,Yes
Khana Khazana,Street Food,₹40 for one,,amravati,dastur-nagar,https://www.zomato.com/amravati/khana-khazana-ambapeth/order,Open,No,Yes
Marathi Bana,"North Indian, Maharashtrian",₹150 for one,2.7,amravati,dastur-nagar,https://www.zomato.com/amravati/marathi-bana-sai-nagar/order,Closed,No,Yes
SP Chinese And Biryani,30% OFF,₹200 for one,3.5,amravati,arjun-nagar,https://www.zomato.com/amravati/sp-chinese-and-biryani-ambapeth/order,Open,No,Yes
Yashoda Dudh Dairy,30% OFF,₹100 for one,4.4,amravati,arjun-nagar,https://www.zomato.com/amravati/yashoda-dudh-dairy-ambapeth/order,Open,No,Yes
Night Bite,30% OFF,₹100 for one,,amravati,arjun-nagar,https://www.zomato.com/amravati/night-bite-ambapeth/order,Open,Yes,No
Shalimar Restaurants & Order,30% OFF,₹150 for one,3.2,amravati,arjun-nagar,https://www.zomato.com/amravati/shalimar-restaurants-order-transport-nagar/order,Open,No,No
Falaknuma Family Restaurant,30% OFF,₹200 for one,3.7,amravati,arjun-nagar,https://www.zomato.com/amravati/falaknuma-family-restaurant-1-maltekedi/order,Open,Yes,No
GoDelicious,30% OFF,₹150 for one,4,amravati,arjun-nagar,https://www.zomato.com/amravati/godelicious-ambapeth/order,Open,Yes,Yes
Khana Khazana,Street Food,₹40 for one,,amravati,arjun-nagar,https://www.zomato.com/amravati/khana-khazana-ambapeth/order,Open,Yes,Yes
Marathi Bana,"North Indian, Maharashtrian",₹150 for one,2.7,amravati,arjun-nagar,https://www.zomato.com/amravati/marathi-bana-sai-nagar/order,Closed,No,Yes
Regall Kitchen,"Chinese, Pasta",₹150 for one,,amravati,arjun-nagar,https://www.zomato.com/amravati/regall-kitchen-sharda-vihar/order,Open,Yes,No
Cafe #Tag,Flat 15% OFF,₹150 for one,3.7,amravati,arjun-nagar,https://www.zomato.com/amravati/cafe-tag-maltekedi/order,Open,Yes,Yes
SP Chinese And Biryani,30% OFF,₹200 for one,3.5,amravati,arjun-nagar,https://www.zomato.com/amravati/sp-chinese-and-biryani-ambapeth/order,Open,Yes,Yes
Yashoda Dudh Dairy,30% OFF,₹100 for one,4.4,amravati,arjun-nagar,https://www.zomato.com/amravati/yashoda-dudh-dairy-ambapeth/order,Open,Yes,No
Night Bite,30% OFF,₹100 for one,,amravati,arjun-nagar,https://www.zomato.com/amravati/night-bite-ambapeth/order,Open,No,Yes
Shalimar Restaurants & Order,30% OFF,₹150 for one,3.2,amravati,arjun-nagar,https://www.zomato.com/amravati/shalimar-restaurants-order-transport-nagar/order,Open,No,No
Falaknuma Family Restaurant,30% OFF,₹200 for one,3.7,amravati,arjun-nagar,https://www.zomato.com/amravati/falaknuma-family-restaurant-1-maltekedi/order,Open,Yes,No
GoDelicious,30% OFF,₹150 for one,4,amravati,arjun-nagar,https://www.zomato.com/amravati/godelicious-ambapeth/order,Open,No,No
Khana Khazana,Street Food,₹40 for one,,amravati,arjun-nagar,https://www.zomato.com/amravati/khana-khazana-ambapeth/order,Open,No,No
Marathi Bana,"North Indian, Maharashtrian",₹150 for one,2.7,amravati,arjun-nagar,https://www.zomato.com/amravati/marathi-bana-sai-nagar/order,Closed,No,Yes
Regall Kitchen,"Chinese, Pasta",₹150 for one,,amravati,arjun-nagar,https://www.zomato.com/amravati/regall-kitchen-sharda-vihar/order,Open,Yes,No
Cafe #Tag,Flat 15% OFF,₹150 for one,3.7,amravati,arjun-nagar,https://www.zomato.com/amravati/cafe-tag-maltekedi/order,Open,No,No
SP Chinese And Biryani,30% OFF,₹200 for one,3.5,amravati,maltekedi,https://www.zomato.com/amravati/sp-chinese-and-biryani-ambapeth/order,Closed,No,No
Yashoda Dudh Dairy,30% OFF,₹100 for one,4.4,amravati,maltekedi,https://www.zomato.com/amravati/yashoda-dudh-dairy-ambapeth/order,Open,Yes,No
Night Bite,30% OFF,₹100 for one,,amravati,maltekedi,https://www.zomato.com/amravati/night-bite-ambapeth/order,Open,No,No
Shalimar Restaurants & Order,30% OFF,₹150 for one,3.2,amravati,maltekedi,https://www.zomato.com/amravati/shalimar-restaurants-order-transport-nagar/order,Open,Yes,No
Nurva Cloud Kitchen,30% OFF,₹100 for one,,amravati,maltekedi,https://www.zomato.com/amravati/nurva-cloud-kitchen-dastur-nagar/order,Open,No,No
Falaknuma Family Restaurant,30% OFF,₹200 for one,3.7,amravati,maltekedi,https://www.zomato.com/amravati/falaknuma-family-restaurant-1-maltekedi/order,Open,Yes,No
GoDelicious,30% OFF,₹150 for one,4,amravati,maltekedi,https://www.zomato.com/amravati/godelicious-ambapeth/order,Open,No,No
Khana Khazana,Street Food,₹40 for one,,amravati,maltekedi,https://www.zomato.com/amravati/khana-khazana-ambapeth/order,Open,Yes,Yes
Marathi Bana,"North Indian, Maharashtrian",₹150 for one,2.7,amravati,maltekedi,https://www.zomato.com/amravati/marathi-bana-sai-nagar/order,Closed,Yes,No
Regall Kitchen,"Chinese, Pasta",₹150 for one,,amravati,maltekedi,https://www.zomato.com/amravati/regall-kitchen-sharda-vihar/order,Open,No,Yes
SP Chinese And Biryani,30% OFF,₹200 for one,3.5,amravati,maltekedi,https://www.zomato.com/amravati/sp-chinese-and-biryani-ambapeth/order,Open,No,No
Yashoda Dudh Dairy,30% OFF,₹100 for one,4.4,amravati,maltekedi,https://www.zomato.com/amravati/yashoda-dudh-dairy-ambapeth/order,Open,No,Yes
Night Bite,30% OFF,₹100 for one,,amravati,maltekedi,https://www.zomato.com/amravati/night-bite-ambapeth/order,Open,No,Yes
Shalimar Restaurants & Order,30% OFF,₹150 for one,3.2,amravati,maltekedi,https://www.zomato.com/amravati/shalimar-restaurants-order-transport-nagar/order,Open,Yes,Yes
Nurva Cloud Kitchen,30% OFF,₹100 for one,,amravati,maltekedi,https://www.zomato.com/amravati/nurva-cloud-kitchen-dastur-nagar/order,Open,Yes,No
Falaknuma Family Restaurant,30% OFF,₹200 for one,3.7,amravati,maltekedi,https://www.zomato.com/amravati/falaknuma-family-restaurant-1-maltekedi/order,Open,No,Yes
GoDelicious,30% OFF,₹150 for one,4,amravati,maltekedi,https://www.zomato.com/amravati/godelicious-ambapeth/order,Open,No,Yes
Khana Khazana,Street Food,₹40 for one,,amravati,maltekedi,https://www.zomato.com/amravati/khana-khazana-ambapeth/order,Open,No,Yes
Marathi Bana,"North Indian, Maharashtrian",₹150 for one,2.7,amravati,maltekedi,https://www.zomato.com/amravati/marathi-bana-sai-nagar/order,Closed,No,Yes
Regall Kitchen,"Chinese, Pasta",₹150 for one,,amravati,maltekedi,https://www.zomato.com/amravati/regall-kitchen-sharda-vihar/order,Open,Yes,Yes
SP Chinese And Biryani,30% OFF,₹200 for one,3.5,amravati,sharda-vihar,https://www.zomato.com/amravati/sp-chinese-and-biryani-ambapeth/order,Closed,No,No
Night Bite,30% OFF,₹100 for one,,amravati,sharda-vihar,https://www.zomato.com/amravati/night-bite-ambapeth/order,Open,No,Yes
Shalimar Restaurants & Order,30% OFF,₹150 for one,3.2,amravati,sharda-vihar,https://www.zomato.com/amravati/shalimar-restaurants-order-transport-nagar/order,Open,No,No
Nurva Cloud Kitchen,30% OFF,₹100 for one,,amravati,sharda-vihar,https://www.zomato.com/amravati/nurva-cloud-kitchen-dastur-nagar/order,Open,Yes,Yes
Manmeet Corner,₹100 OFF,₹100 OFF,,amravati,sharda-vihar,https://www.zomato.com/amravati/manmeet-corner-nai-basti/order,Open,Yes,No
Falaknuma Family Restaurant,30% OFF,₹200 for one,3.7,amravati,sharda-vihar,https://www.zomato.com/amravati/falaknuma-family-restaurant-1-maltekedi/order,Open,Yes,Yes
GoDelicious,30% OFF,₹150 for one,4,amravati,sharda-vihar,https://www.zomato.com/amravati/godelicious-ambapeth/order,Open,Yes,No
Khana Khazana,Street Food,₹40 for one,,amravati,sharda-vihar,https://www.zomato.com/amravati/khana-khazana-ambapeth/order,Open,Yes,Yes
Marathi Bana,"North Indian, Maharashtrian",₹150 for one,2.7,amravati,sharda-vihar,https://www.zomato.com/amravati/marathi-bana-sai-nagar/order,Closed,No,Yes
Regall Kitchen,"Chinese, Pasta",₹150 for one,,amravati,sharda-vihar,https://www.zomato.com/amravati/regall-kitchen-sharda-vihar/order,Open,No,No
SP Chinese And Biryani,30% OFF,₹200 for one,3.5,amravati,sharda-vihar,https://www.zomato.com/amravati/sp-chinese-and-biryani-ambapeth/order,Open,Yes,Yes
Night Bite,30% OFF,₹100 for one,,amravati,sharda-vihar,https://www.zomato.com/amravati/night-bite-ambapeth/order,Open,No,Yes
Shalimar Restaurants & Order,30% OFF,₹150 for one,3.2,amravati,sharda-vihar,https://www.zomato.com/amravati/shalimar-restaurants-order-transport-nagar/order,Open,No,No
Nurva Cloud Kitchen,30% OFF,₹100 for one,,amravati,sharda-vihar,https://www.zomato.com/amravati/nurva-cloud-kitchen-dastur-nagar/order,Open,Yes,No
Manmeet Corner,₹100 OFF,₹100 OFF,,amravati,sharda-vihar,https://www.zomato.com/amravati/manmeet-corner-nai-basti/order,Open,Yes,No
Falaknuma Family Restaurant,30% OFF,₹200 for one,3.7,amravati,sharda-vihar,https://www.zomato.com/amravati/falaknuma-family-restaurant-1-maltekedi/order,Open,No,No
GoDelicious,30% OFF,₹150 for one,4,amravati,sharda-vihar,https://www.zomato.com/amravati/godelicious-ambapeth/order,Open,Yes,Yes
Khana Khazana,Street Food,₹40 for one,,amravati,sharda-vihar,https://www.zomato.com/amravati/khana-khazana-ambapeth/order,Open,Yes,No
Marathi Bana,"North Indian, Maharashtrian",₹150 for one,2.7,amravati,sharda-vihar,https://www.zomato.com/amravati/marathi-bana-sai-nagar/order,Closed,Yes,No
Regall Kitchen,"Chinese, Pasta",₹150 for one,,amravati,sharda-vihar,https://www.zomato.com/amravati/regall-kitchen-sharda-vihar/order,Open,Yes,No
SP Chinese And Biryani,30% OFF,₹200 for one,3.5,amravati,sai-nagar,https://www.zomato.com/amravati/sp-chinese-and-biryani-ambapeth/order,Closed,No,Yes
Yashoda Dudh Dairy,30% OFF,₹100 for one,4.4,amravati,sai-nagar,https://www.zomato.com/amravati/yashoda-dudh-dairy-ambapeth/order,Open,No,Yes
Night Bite,30% OFF,₹100 for one,,amravati,sai-nagar,https://www.zomato.com/amravati/night-bite-ambapeth/order,Open,Yes,No
Shalimar Restaurants & Order,30% OFF,₹150 for one,3.2,amravati,sai-nagar,https://www.zomato.com/amravati/shalimar-restaurants-order-transport-nagar/order,Open,Yes,Yes
Nurva Cloud Kitchen,30% OFF,₹100 for one,,amravati,sai-nagar,https://www.zomato.com/amravati/nurva-cloud-kitchen-dastur-nagar/order,Open,No,Yes
Manmeet Corner,₹100 OFF,₹100 OFF,,amravati,sai-nagar,https://www.zomato.com/amravati/manmeet-corner-nai-basti/order,Open,Yes,Yes
GoDelicious,30% OFF,₹150 for one,4,amravati,sai-nagar,https://www.zomato.com/amravati/godelicious-ambapeth/order,Open,No,No
Khana Khazana,Street Food,₹40 for one,,amravati,sai-nagar,https://www.zomato.com/amravati/khana-khazana-ambapeth/order,Open,No,Yes
Marathi Bana,"North Indian, Maharashtrian",₹150 for one,2.7,amravati,sai-nagar,https://www.zomato.com/amravati/marathi-bana-sai-nagar/order,Closed,Yes,Yes
Regall Kitchen,"Chinese, Pasta",₹150 for one,,amravati,sai-nagar,https://www.zomato.com/amravati/regall-kitchen-sharda-vihar/order,Open,No,Yes
SP Chinese And Biryani,30% OFF,₹200 for one,3.5,amravati,sai-nagar,https://www.zomato.com/amravati/sp-chinese-and-biryani-ambapeth/order,Closed,No,Yes
Yashoda Dudh Dairy,30% OFF,₹100 for one,4.4,amravati,sai-nagar,https://www.zomato.com/amravati/yashoda-dudh-dairy-ambapeth/order,Open,Yes,Yes
Night Bite,30% OFF,₹100 for one,,amravati,sai-nagar,https://www.zomato.com/amravati/night-bite-ambapeth/order,Open,No,Yes
Shalimar Restaurants & Order,30% OFF,₹150 for one,3.2,amravati,sai-nagar,https://www.zomato.com/amravati/shalimar-restaurants-order-transport-nagar/order,Open,No,Yes
Nurva Cloud Kitchen,30% OFF,₹100 for one,,amravati,sai-nagar,https://www.zomato.com/amravati/nurva-cloud-kitchen-dastur-nagar/order,Open,Yes,Yes
Manmeet Corner,₹100 OFF,₹100 OFF,,amravati,sai-nagar,https://www.zomato.com/amravati/manmeet-corner-nai-basti/order,Open,Yes,No
GoDelicious,30% OFF,₹150 for one,4,amravati,sai-nagar,https://www.zomato.com/amravati/godelicious-ambapeth/order,Open,Yes,Yes
Khana Khazana,Street Food,₹40 for one,,amravati,sai-nagar,https://www.zomato.com/amravati/khana-khazana-ambapeth/order,Open,Yes,Yes
Marathi Bana,"North Indian, Maharashtrian",₹150 for one,2.7,amravati,sai-nagar,https://www.zomato.com/amravati/marathi-bana-sai-nagar/order,Closed,Yes,Yes
Regall Kitchen,"Chinese, Pasta",₹150 for one,,amravati,sai-nagar,https://www.zomato.com/amravati/regall-kitchen-sharda-vihar/order,Open,No,No
Ziva All Day Dining - Holiday Inn,"North Indian, Chinese, Continental, Italian, Oriental, Desserts, Beverages","₹1,500 for two",4.2,amritsar,white-avenue,https://www.zomato.com/amritsar/ziva-all-day-dining-holiday-inn-ranjit-avenue/info,Open,No,Yes
The One - Best Western Merrion,"North Indian, Beverages, Desserts, Shake, Chinese","₹2,100 for two",4.2,amritsar,white-avenue,https://www.zomato.com/amritsar/the-one-best-western-merrion-ranjit-avenue/info,Open,No,Yes
Kitchen 1574 - Four Points by Sheraton & Marriott,"North Indian, Mughlai, South Indian, Biryani, Continental, Chinese, Salad, Beverages","₹2,000 for two",,amritsar,white-avenue,https://www.zomato.com/amritsar/kitchen-1574-four-points-by-sheraton-marriott-mall-road/info,Open,No,Yes
Aurah,"Continental, Chinese, North Indian, Thai, Italian, Asian","₹1,700 for two",4.4,amritsar,white-avenue,https://www.zomato.com/amritsar/aurah-1-ranjit-avenue/info,Closed,Yes,No
Zodiac - By Fortune ITC,"Oriental, Continental, North Indian, Chinese, Fast Food, Desserts","₹1,000 for two",4.1,amritsar,white-avenue,https://www.zomato.com/amritsar/zodiac-by-fortune-itc-ranjit-avenue/info,Open,No,Yes
Cafe Sure - Sure Stay Hotel by Best Western,"Cafe, Coffee, Continental, Asian, North Indian, Mughlai, Desserts, Beverages","₹1,400 for two",,amritsar,white-avenue,https://www.zomato.com/amritsar/cafe-sure-sure-stay-hotel-by-best-western-amritsar-junction/info,Open,No,Yes
Bontastic by Bon Gateau,"Italian, Pizza, North Indian, Chinese, Fast Food, Tea, Coffee, Beverages","₹1,500 for two",4.4,amritsar,white-avenue,https://www.zomato.com/amritsar/bontastic-by-bon-gateau-ranjit-avenue/info,Open,Yes,Yes
Ak Amritsari Dhaba,"North Indian, Fast Food",₹300 for two,3.5,amritsar,white-avenue,https://www.zomato.com/amritsar/ak-amritsari-dhaba-town-hall/info,Closed,No,No
Nik Baker's,"Bakery, Fast Food, Desserts, Beverages","₹1,300 for two",,amritsar,white-avenue,https://www.zomato.com/amritsar/nik-bakers-ranjit-avenue/info,Open,No,No
Ziva All Day Dining - Holiday Inn,"North Indian, Chinese, Continental, Italian, Oriental, Desserts, Beverages","₹1,500 for two",4.2,amritsar,white-avenue,https://www.zomato.com/amritsar/ziva-all-day-dining-holiday-inn-ranjit-avenue/info,Open,No,Yes
The One - Best Western Merrion,"North Indian, Beverages, Desserts, Shake, Chinese","₹2,100 for two",4.2,amritsar,white-avenue,https://www.zomato.com/amritsar/the-one-best-western-merrion-ranjit-avenue/info,Closed,No,Yes
Kitchen 1574 - Four Points by Sheraton & Marriott,"North Indian, Mughlai, South Indian, Biryani, Continental, Chinese, Salad, Beverages","₹2,000 for two",,amritsar,white-avenue,https://www.zomato.com/amritsar/kitchen-1574-four-points-by-sheraton-marriott-mall-road/info,Open,No,Yes
Aurah,"Continental, Chinese, North Indian, Thai, Italian, Asian","₹1,700 for two",4.4,amritsar,white-avenue,https://www.zomato.com/amritsar/aurah-1-ranjit-avenue/info,Closed,No,Yes
Zodiac - By Fortune ITC,"Oriental, Continental, North Indian, Chinese, Fast Food, Desserts","₹1,000 for two",4.1,amritsar,white-avenue,https://www.zomato.com/amritsar/zodiac-by-fortune-itc-ranjit-avenue/info,Open,Yes,Yes
Cafe Sure - Sure Stay Hotel by Best Western,"Cafe, Coffee, Continental, Asian, North Indian, Mughlai, Desserts, Beverages","₹1,400 for two",,amritsar,white-avenue,https://www.zomato.com/amritsar/cafe-sure-sure-stay-hotel-by-best-western-amritsar-junction/info,Open,Yes,No
Bontastic by Bon Gateau,"Italian, Pizza, North Indian, Chinese, Fast Food, Tea, Coffee, Beverages","₹1,500 for two",4.4,amritsar,white-avenue,https://www.zomato.com/amritsar/bontastic-by-bon-gateau-ranjit-avenue/info,Open,No,Yes
Ak Amritsari Dhaba,"North Indian, Fast Food",₹300 for two,3.5,amritsar,white-avenue,https://www.zomato.com/amritsar/ak-amritsari-dhaba-town-hall/info,Open,No,Yes
Nik Baker's,"Bakery, Fast Food, Desserts, Beverages","₹1,300 for two",,amritsar,white-avenue,https://www.zomato.com/amritsar/nik-bakers-ranjit-avenue/info,Open,No,Yes
Ziva All Day Dining - Holiday Inn,"North Indian, Chinese, Continental, Italian, Oriental, Desserts, Beverages","₹1,500 for two",4.2,amritsar,town-hall,https://www.zomato.com/amritsar/ziva-all-day-dining-holiday-inn-ranjit-avenue/info,Open,Yes,Yes
The One - Best Western Merrion,"North Indian, Beverages, Desserts, Shake, Chinese","₹2,100 for two",4.2,amritsar,town-hall,https://www.zomato.com/amritsar/the-one-best-western-merrion-ranjit-avenue/info,Closed,Yes,No
Kitchen 1574 - Four Points by Sheraton & Marriott,"North Indian, Mughlai, South Indian, Biryani, Continental, Chinese, Salad, Beverages","₹2,000 for two",,amritsar,town-hall,https://www.zomato.com/amritsar/kitchen-1574-four-points-by-sheraton-marriott-mall-road/info,Open,Yes,No
Aurah,"Continental, Chinese, North Indian, Thai, Italian, Asian","₹1,700 for two",4.4,amritsar,town-hall,https://www.zomato.com/amritsar/aurah-1-ranjit-avenue/info,Closed,Yes,No
Zodiac - By Fortune ITC,"Oriental, Continental, North Indian, Chinese, Fast Food, Desserts","₹1,000 for two",4.1,amritsar,town-hall,https://www.zomato.com/amritsar/zodiac-by-fortune-itc-ranjit-avenue/info,Open,Yes,No
Cafe Sure - Sure Stay Hotel by Best Western,"Cafe, Coffee, Continental, Asian, North Indian, Mughlai, Desserts, Beverages","₹1,400 for two",,amritsar,town-hall,https://www.zomato.com/amritsar/cafe-sure-sure-stay-hotel-by-best-western-amritsar-junction/info,Open,Yes,Yes
The Bagh Gourmet Garden & Bar,"Continental, Chinese, Asian, North Indian, Mediterranean, Cafe, Desserts, Thai","₹2,000 for two",4.5,amritsar,town-hall,https://www.zomato.com/amritsar/the-bagh-gourmet-garden-bar-maquboolpura/info,Open,No,No
Bontastic by Bon Gateau,"Italian, Pizza, North Indian, Chinese, Fast Food, Tea, Coffee, Beverages","₹1,500 for two",4.4,amritsar,town-hall,https://www.zomato.com/amritsar/bontastic-by-bon-gateau-ranjit-avenue/info,Open,No,Yes
Ak Amritsari Dhaba,"North Indian, Fast Food",₹300 for two,3.5,amritsar,town-hall,https://www.zomato.com/amritsar/ak-amritsari-dhaba-town-hall/info,Closed,Yes,No
Ziva All Day Dining - Holiday Inn,"North Indian, Chinese, Continental, Italian, Oriental, Desserts, Beverages","₹1,500 for two",4.2,amritsar,town-hall,https://www.zomato.com/amritsar/ziva-all-day-dining-holiday-inn-ranjit-avenue/info,Open,No,No
The One - Best Western Merrion,"North Indian, Beverages, Desserts, Shake, Chinese","₹2,100 for two",4.2,amritsar,town-hall,https://www.zomato.com/amritsar/the-one-best-western-merrion-ranjit-avenue/info,Open,Yes,Yes
Kitchen 1574 - Four Points by Sheraton & Marriott,"North Indian, Mughlai, South Indian, Biryani, Continental, Chinese, Salad, Beverages","₹2,000 for two",,amritsar,town-hall,https://www.zomato.com/amritsar/kitchen-1574-four-points-by-sheraton-marriott-mall-road/info,Open,Yes,Yes
Aurah,"Continental, Chinese, North Indian, Thai, Italian, Asian","₹1,700 for two",4.4,amritsar,town-hall,https://www.zomato.com/amritsar/aurah-1-ranjit-avenue/info,Closed,No,Yes
